[GWUT file version 1.60]
[AIRCRAFT]
10,CH-47D Chinook,1, , , , , , , ,5,2,3,0,4.93,4.22,15,100,0.5,2000,71.1111,40,40,0,0,0.42,0,3.5,1,-4,0,20,180,1,15,58.86,10.2,0,3000,3,0,2000,0,0,10,3040,10,2,9.145,800,2,3,0,0,50,3
11,Mi-6 Hook,1, , , , , , , ,5,2,3,0,6.85,6,25,125,0.5,2000,69.4444,40,40,0,-2.5,1.8,0,4,1,-4,0,20,180,1,15,58.86,10.3,57.2958,3000,3,0,2000,0,0,10,6315,10,1,17.5,1000,2,3,0,0,50,3
12,A-10A Thunderbolt,1, , , , , , , ,4,2,0,4,2.05,0.45,15,100,0.5,2000,172.222,600,1100,0,0,0,61.8444,0,0,0,0,180,120,0.5,15,68.67,20,0,6000,3,3000,6000,0.8,1,10,1136,10,0,0,1300,2,2,1,0,300,15
13,Su-25 Frogfoot,1, , , , , , , ,4,2,0,4,1.55,0.62,15,100,0.5,2000,166.667,600,1100,-5.8,0,3.2,61.8444,0,0,0,0,180,120,0.5,12,78.48,20,0,6000,3,3000,6000,0.8,1,10,1136,10,0,0,1300,2,2,1,0,300,24
14,F-16C Fighting Falcon,1, , , , , , , ,4,2,0,4,1.675,0.8,15,100,0.5,2000,244.444,900,1400,9.9,1.4,2,113.381,0,0,0,0,180,180,1,10,98.1,20,0,15000,3,60000,9000,1,1,10,1136,10,0,0,800,2,2,1,0,400,5
15,MiG-29 Fulcrum,1, , , , , , , ,4,2,0,4,1.5882,0.42,15,100,0.5,2000,238.889,900,1400,0,-3,0,113.381,0,0,0,0,180,180,1,12,98.1,20,0,15000,3,60000,8000,1,1,10,1136,10,0,0,800,2,2,1,0,400,5
16,AV-8B Harrier,1, , , , , , , ,4,2,0,4,1.925,1.07,15,100,0.5,2000,191.667,800,1300,13.2,2,0.6,92.7666,0,0,0,0,180,120,0.5,9.5,58.86,20,0,6000,3,9000,5000,0.8,1,10,1136,10,0,0,850,2,2,1,0,200,5
17,Yak-41 Freestyle,1, , , , , , , ,4,2,0,4,2.45,1.25,15,100,0.5,2000,194.444,800,1300,0,0.4,-0.3,92.7666,0,0,0,0,180,120,0.5,15,78.48,20,0,6000,3,9000,5000,0.8,1,10,1136,10,0,0,850,2,2,1,0,200,5
18,F/A-18C Hornet,1, , , , , , , ,4,2,0,4,1.975,0.82,15,100,0.5,2000,266.667,1000,1500,0,-0.9,0.6,118.535,0,0,0,0,180,180,1,12,98.1,20,0,17000,3,65000,9000,1,1,10,1136,10,0,0,980,2,2,1,0,350,5
19,Su-33 Flanker,1, , , , , , , ,4,2,0,4,2.8,1,15,100,0.5,2000,266.667,1000,1500,0,-1.7,-3.7,118.535,0,0,0,0,180,180,1,15,98.1,20,0,18000,3,80000,8000,1,1,10,1108,10,0,0,1100,2,2,1,0,400,20
20,Su-34 Fullback,1, , , , , , , ,4,2,0,4,2.6,1,15,100,0.5,2000,238.889,1000,1500,0,-1.7,-0.5,118.535,0,0,0,0,180,180,1,15,98.1,20,0,18000,3,80000,8000,1,1,10,1108,10,0,0,980,2,2,1,0,350,17
21,AH-64A Apache,1, , , , , , , ,5,2,2,0,3.8313,3.1,15,100,0.5,2000,81.3888,15,15,26,0,3.57,0,3.5,-1,-4,0,45,180,1,15,58.86,13.6,-57.2958,5000,3,5000,4000,1,1,10,1108,10,1,7.315,1200,2,2,1,1,120,8
22,Ka-50 Black Shark,1, , , , , , , ,5,2,2,0,3.93,3.5,15,100,0.5,2000,75,15,15,-16,0,-0.01,0,3.5,-1,-4,0,45,180,1,15,78.48,14.5,-57.2958,5000,3,5000,4000,1,1,10,1487,10,1,7.25,1200,2,2,1,1,120,8
23,OH-58D Kiowa Warrior,1, , , , , , , ,5,2,2,0,2.98,2.7,15,100,0.5,2000,54.4444,15,15,0,0,0.79,0,4.4,-1,-4,0,45,180,1,15,78.48,14,-57.2958,5000,3,5000,4000,1,1,10,415,10,1,5.33,700,2,2,1,0,100,3
24,MV-22 Osprey,1, , , , , , , ,5,2,3,0,3.373,2.5,18,100,0.5,2000,161.111,100,100,-12,0,0,0,0,-1,-4,0,20,180,1,15,137.34,14,-57.2958,3000,3,0,2000,0,0,10,5483,10,2,5.8,700,2,2,0,0,75,3
25,AH-1T Sea Cobra,1, , , , , , , ,5,2,2,0,3.84,3.4,15,100,0.5,2000,76.9444,15,15,0,0,-0.84,0,0,-1,-0.5,0,45,180,1,15,58.86,14,-57.2958,5000,3,5000,4000,1,1,10,734,10,1,6.7,1000,2,2,1,0,100,5
26,AH-1W Super Cobra,1, , , , , , , ,5,2,2,0,3.84,3.4,15,100,0.5,2000,76.1111,15,15,0,0,-0.84,0,0,-1,-0.5,0,45,180,1,15,58.86,14,-57.2958,5000,3,5000,4000,1,1,10,734,10,1,7.315,1000,2,2,1,0,100,5
27,CH-53E Super Stallion,1, , , , , , , ,5,2,3,0,4.84,4.25,22,100,0.5,2000,77.2222,40,50,-8,0,2.46,0,3.5,-1,-4,0,20,180,1,15,58.86,12,-57.2958,3000,3,0,2000,0,0,10,4142,10,1,12,800,2,3,0,0,75,3
28,C-17 Globemaster III,1, , , , , , , ,4,2,1,0,6.075,5,55,150,0.5,2000,166.667,1500,700,-7,0,0,51.537,0,0,0,-1,40,40,0.1,30,29.43,20,0,3000,10,0,0,0,0,10,1136,10,0,0,850,2,3,0,0,150,5
29,Il-76MD Candid-B,1, , , , , , , ,4,2,1,0,6.55,5,55,150,0.5,2000,123.689,1500,700,9,0,0,51.537,0,0,0,1,40,40,0.1,30,29.43,20,0,3000,10,0,0,0,0,10,1136,10,0,0,850,2,3,0,0,150,5
30,C-130J Hercules II,1, , , , , , , ,4,2,1,0,3.9,2.8,45,150,0.5,2000,127.778,1500,700,0,0,0,51.537,0,0,0,-1,60,60,0.2,20,39.24,20,0,3000,10,0,0,0,0,10,1136,10,0,0,850,2,3,0,0,150,5
31,An-12B Cub,1, , , , , , , ,4,2,1,0,6.5,5,40,150,0.5,2000,133.996,1500,700,0,0,0,51.537,0,0,0,1,50,50,0.15,20,39.24,20,0,3000,10,0,0,0,0,10,1136,10,0,0,850,2,3,0,0,150,5
32,AH-1Z Viper,1, , , , , , , ,5,2,2,0,3.84,3.4,15,100,0.5,2000,56.6907,15,15,0,0,-0.84,0,0,-1,-0.5,0,200,180,1,15,58.86,14,-57.2958,5000,10,3000,4000,1,1,10,1136,10,1,7.315,600,2,2,1,1,100,5
[VEHICLES]
0,M1A2 Abrams,2, , , , ,1,2,2,4,0,1,8,100,0.5,550,10.3074,4.67,2,5,196.2,20,2000,10,10,1300,2000,4000,0.666,1,10,10,1,0.5,0.25,1600,930,2,2,1,100
1,T-80U,2, , , , ,1,2,2,4,0,1,8,100,0.5,550,10.3074,4.225,2,5,196.2,20,2000,10,10,1300,2000,4000,0.666,1,10,10,1,0.5,0.25,1600,1002,2,2,1,100
2,M2A2 Bradley,2, , , , ,1,2,3,4,0,1,8,100,0.5,550,10.3074,3.85,2,5,68.67,20,3000,15,10,3000,4000,4000,1,1,10,10,1,0.5,0.25,900,80,2,2,1,125
3,BMP-2,2, , , , ,1,2,3,4,0,1,8,100,0.5,550,10.3074,3.536,2,5,68.67,20,3000,15,10,3000,4000,4000,1,1,10,10,1,0.5,0.25,900,53,2,2,1,125
4,BMP-3,2, , , , ,1,2,3,4,0,1,8,100,0.5,550,10.3074,4.3,2,5,68.67,20,2000,15,10,3000,2000,5000,1,1,10,10,1,0.6,0.15,900,94,2,2,1,125
5,M113A2,2, , , , ,1,2,2,4,0,0,8,100,0.5,550,10.3074,2.7,2,5,68.67,20,2000,15,10,1000,2000,0,0.9,0,10,10,1,0.5,0.25,700,80,2,2,1,75
6,BTR-80,2, , , , ,1,1,2,4,0,1,8,100,0.5,550,10.3074,4.46,2,5,68.67,20,2000,15,10,1000,2200,0,1,0,10,10,1,0.75,0.75,700,20,2,2,1,75
7,M1025 HumVee,2, , , , ,1,1,1,5,0,0,8,100,0.5,550,10.3074,3.065,2,5,68.67,20,1000,15,10,1200,0,0,1,0,10,10,1,1,0.75,300,5,2,2,0,50
8,BRDM-2,2, , , , ,1,1,2,5,0,0,8,100,0.5,550,10.3074,3.05,2,5,68.67,20,1000,15,10,1000,2000,0,0.666,0,10,10,1,0.75,0.75,620,20,2,2,1,50
9,M109A2,2, , , , ,1,2,2,4,0,0,8,100,0.5,550,10.3074,4.02,2,5,68.67,20,6000,15,10,1000,2000,24000,0.666,1,10,10,1,1,1,720,20,2,2,1,100
10,2S19 Msta,2, , , , ,1,2,2,4,0,1,8,100,0.5,550,10.3074,4.225,2,5,68.67,20,6000,15,10,1000,2000,15000,0.666,1,10,10,1,1,1,600,10,2,2,1,100
11,M270 MLRS,2, , , , ,1,2,1,4,0,0,8,100,0.5,550,10.3074,4.08,2,5,68.67,20,4000,20,0,0,0,40000,0,1,10,10,1,0.5,0.1,700,10,2,2,1,100
12,BM-21 Grad,2, , , , ,1,1,1,4,0,0,8,100,0.5,550,10.3074,4.96,2,5,68.67,20,4000,20,0,0,0,29000,0,1,10,10,1,1,1,300,2,2,2,1,100
13,M163 Vulcan,2, , , , ,1,3,3,4,6,0,8,100,0.5,550,10.3074,2.7,2,5,68.67,20,3000,15,10,2000,3000,1000,1,0.8,10,10,1,0.75,0.75,600,60,2,2,1,100
14,SA-19 Grison,2, , , , ,1,3,3,4,5,0,8,100,0.5,550,10.3074,4.8308,2,5,68.67,20,7500,8,10,7000,7500,1000,1,0.8,10,10,1,1,1,600,10,2,2,1,150
15,M1097 Avenger,2, , , , ,1,3,3,4,5,0,8,100,0.5,550,10.3074,3.07,2,5,68.67,20,4000,4,10,3000,3800,0,1,0,10,10,1,1,1,300,2,2,2,1,125
16,M48A1 Chaparral,2, , , , ,1,3,3,4,5,0,8,100,0.5,550,10.3074,2.91,2,5,68.67,20,6000,10,10,6000,6000,0,1,0,10,10,1,1,1,600,2,2,2,1,125
17,SA-13 Gopher,2, , , , ,1,3,3,4,5,0,8,100,0.5,550,10.3074,3.8608,2,5,68.67,20,3000,15,10,3000,5000,0,1,0,10,10,1,0.5,0.5,680,20,2,2,1,100
18,M998 HumVee,2, , , , ,1,1,1,5,0,0,8,100,0.5,550,10.3074,3.065,2,5,68.67,20,1000,0,0,0,0,0,0,0,10,10,1,1,0.75,350,5,2,2,0,50
19,UAZ-469B,2, , , , ,1,1,1,4,0,0,8,100,0.5,550,10.3074,2.35,2,5,68.67,20,1000,0,0,0,0,0,0,0,10,10,1,1,1,200,2,2,2,0,50
20,M923A1 Big Foot Open,2, , , , ,1,1,1,5,0,0,8,100,0.5,550,10.3074,5.05,2,5,68.67,20,1000,0,0,0,0,0,0,0,10,10,1,1,1,350,2,2,2,0,50
21,M923A1 Big Foot Covered,2, , , , ,1,1,1,5,0,0,8,100,0.5,550,10.3074,5.05,2,5,68.67,20,1000,0,0,0,0,0,0,0,10,10,1,1,1,350,2,4,2,0,50
22,Ural-4320,2, , , , ,1,1,1,5,0,0,8,100,0.5,550,10.3074,4.96,2,5,68.67,20,1000,0,0,0,0,0,0,0,10,10,1,1,1,300,2,2,2,0,50
23,M978 HEMTT,2, , , , ,1,1,1,5,0,0,8,100,0.5,550,10.3074,6.9,2,5,68.67,20,1000,0,0,0,0,0,0,0,10,10,1,1,1,300,2,2,2,0,50
24,Ural Fuel Tanker,2, , , , ,1,1,1,5,0,0,8,100,0.5,550,10.3074,4.96,2,5,68.67,20,1000,0,0,0,0,0,0,0,10,10,1,1,1,300,2,4,2,0,50
25,Tarawa Class,3, , , , ,1,6,3,6,5,0,250,1000,0.5,5100,12.3689,100,2,5,0.1962,20,8000,15,10,15000,15000,20000,1,0,10,10,1,1,1,25000,500,2,3,1,3000
26,Kiev Class,3, , , , ,1,6,3,6,5,0,250,1000,0.5,5100,16.4918,100,2,5,0.1962,20,8000,15,10,15000,15000,20000,1,0,10,10,1,1,1,30000,500,2,3,1,3500
27,Oliver Hazard Perry Class,3, , , , ,1,6,3,6,5,0,125,750,0.5,5100,14.9457,100,2,5,0.4905,20,6000,15,10,15000,15000,20000,1,0.8,10,10,1,1,1,20000,350,2,3,1,1500
28,Krivak II Class,3, , , , ,1,6,3,6,5,0,125,750,0.5,5100,16.4918,100,2,5,0.4905,20,6000,15,10,15000,15000,20000,1,0.8,10,10,1,1,1,18000,350,2,3,1,1000
29,Landing Craft Utility,3, , , , ,1,6,1,7,0,0,25,300,0.5,500,3.86527,100,2,5,0.981,20,1000,0,0,0,0,0,0,0,10,10,1,1,1,1000,20,2,2,0,50
30,Landing Craft Air Cushioned,3, , , , ,1,6,1,7,0,0,25,300,0.5,500,3.86527,100,2,5,0.981,20,1000,0,0,0,0,0,0,0,10,10,1,1,1,1000,20,2,2,0,50
31,Aist Class,3, , , , ,1,6,3,7,6,0,30,350,0.5,500,3.86527,100,2,5,0.981,20,1000,5,10,3000,3000,0,1,0,10,10,1,1,1,1000,20,2,2,1,50
32,Infantry US,2, , , , ,1,0,1,4,0,0,2.5,10,0.5,100,0.8,0,0,0,9.81,0,500,15,0,200,500,300,0.1,0.1,2,10,1,1,1,3,1,0,1,1,10
33,FIM-92A Stinger MANPAD Standing US,2, , , , ,1,3,3,4,0,0,2.5,10,0.5,100,2.57685,0,0,0,9.81,0,1000,15,5,3000,5000,0,1,0,10,10,1,1,1,3,1,0,1,1,150
34,FIM-92A Stinger MANPAD Kneeling US,2, , , , ,1,3,3,4,0,0,2.5,10,0.5,100,0,0,0,0,9.81,0,1000,15,5,3000,5000,0,1,0,10,10,1,1,1,3,1,0,1,1,150
35,Infantry CIS,2, , , , ,1,0,1,4,0,0,2.5,10,0.5,100,0.8,0,0,0,9.81,0,500,15,0,200,500,300,0.1,0.1,2,10,1,1,1,3,1,0,1,1,10
36,SA-7B MANPAD Standing CIS,2, , , , ,1,3,3,4,0,0,2.5,10,0.5,100,2.57685,0,0,0,9.81,0,1000,15,5,1500,3000,0,1,0,10,10,1,1,1,3,1,0,1,1,150
37,SA-7B MANPAD Kneeling CIS,2, , , , ,1,3,3,4,0,0,2.5,10,0.5,100,0,0,0,0,9.81,0,1000,15,5,1500,3000,0,1,0,10,10,1,1,1,3,1,0,1,1,150
38,US MANPAD,2, , , , ,1,3,3,4,0,0,2.5,10,0.5,100,0.8,0,0,0,9.81,0,1000,15,0,3000,3000,300,1,0.1,10,10,1,1,1,3,1,0,1,1,150
39,US Machinegunner,2, , , , ,1,0,1,4,0,0,2.5,10,0.5,100,0.8,0,0,0,9.81,0,500,15,0,200,500,300,0.1,0.2,6,10,1,1,1,3,3,0,1,1,20
40,RS MANPAD,2, , , , ,1,3,3,4,0,0,2.5,10,0.5,100,0.8,0,0,0,9.81,0,1000,15,0,3000,3000,300,1,0.1,10,10,1,1,1,3,1,0,1,1,150
41,RS Machinegunner,2, , , , ,1,0,1,4,0,0,2.5,10,0.5,100,0.8,0,0,0,9.81,0,500,15,0,200,500,300,0.1,0.2,6,10,1,1,1,3,3,0,1,1,20
42,US Light firing point,2, , , , ,1,0,1,4,0,0,2.5,10,0.5,100,0.8,0,0,0,9.81,0,500,15,0,200,500,500,0.1,0.1,10,10,1,1,1,3,1,0,1,1,10
43,US Medium firing point,2, , , , ,1,3,2,4,0,0,2.5,10,0.5,100,0.8,0,0,0,9.81,0,1000,15,0,500,1500,1000,0.5,0.4,10,10,1,1,1,20,5,0,1,1,50
44,US Heavy firing point,2, , , , ,1,3,3,4,0,0,2.5,10,0.5,100,0.8,0,0,0,9.81,0,2000,15,0,1000,2000,1500,1,0.8,10,10,1,1,1,50,10,0,1,1,200
45,RS Light firing point,2, , , , ,1,0,1,4,0,0,2.5,10,0.5,100,0.8,0,0,0,9.81,0,500,15,0,200,500,500,0.1,0.1,10,10,1,1,1,3,1,0,1,1,10
46,RS Medium firing point,2, , , , ,1,3,2,4,0,0,2.5,10,0.5,100,0.8,0,0,0,9.81,0,1000,15,0,500,1500,1000,0.5,0.4,10,10,1,1,1,20,5,0,1,1,50
47,RS Heavy firing point,2, , , , ,1,3,3,4,0,0,2.5,10,0.5,100,0.8,0,0,0,9.81,0,2000,15,0,1000,2000,1500,1,0.8,10,10,1,1,1,50,10,0,1,1,200
[WEAPONS]
0,No Weapon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0
1,M16A2 M995 AP 5.56 mm,0,3,0,3,0,0,1,3,9,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0.0117,0.00337,0.00556,1.2,0,1100,800,0.01,929,2,929,0,0,0,0,0,20,0.6,0,0.2,950,3,10,2,0,0,1,0,0
2,M60E4 M60 AP 7.62mm,0,3,0,3,0,0,1,5,12,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0.0267,0.0111,0.00762,1.2,0,1300,1100,0.01,853,2,853,0,0,0,0,0,20,0.6,0,3,650,1,15,2,0,0,1,0,0
3,M2HB Ì20 API 12.7mm,0,3,0,3,0,0,1,10,20,14,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0.1113,0.04011,0.0127,0.78,0,2000,1600,0.0057142857,888,2,888,0,0,0,0,0,20,0.6,0,3,635,1,30,2,0,0,1,0,0
4,M61A1 M56A3 HEI 20mm,0,3,0,5,0,0,1,18,12.5,14,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0.259,0.102,0.02,1.5,0,2000,1000,0.004,1050,2,1050,0,0,0,0,0,30,0.6,0,3,6000,1,30,2,0,0,1,0,0
5,M61A1 CIWS M56A3 HEI 20mm,0,3,0,7,0,0,1,18,12.5,14,1,0,0,1,0,0,3,0,1,1,1,1,0,0,0,0.259,0.102,0.02,1.5,0,2000,1470,0.004,1036,2,1036,0,0,0,0,0,30,0.05,0,10,4500,1,30,2,0,0,1,0,0
6,M197 M56A3 HEI 20mm,0,3,0,5,0,50,1,18,12.5,14,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.259,0.102,0.02,1.5,0,2000,1000,0.002,1100,2,1100,0,0,0,0,0,30,0.7,0,1.5,1500,0,30,2,0,0,1,0,0
7,GAU-12/U PGU-32/U SAPHEI 25mm,0,3,0,5,0,0,1,15,43,14,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.18,0.18,0.025,1.1,0,3660,1000,0.001,1036,2,1036,0,0,0,0,0,30,0.7,0,1.5,4200,0,30,2,0,0,1,0,0
8,M242 M792 HEI-T 25mm,0,3,0,6,0,0,1,16,10,14,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.501,0.185,0.025,0.9,0,6800,3000,0.002,1100,2,1100,0,0,0,0,0,30,0.7,0,3,180,2,30,2,0,0,3.5,0,0
9,GAU-8/A PGU-14/B AP 30mm,0,3,0,3,0,0,1,30,64,14,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.425,0.425,0.03,1.1,0,2000,1250,0.0025,1067,2,1067,0,0,0,0,0,30,0.25,0,1,3900,0,30,2,0,0,1,0,0
10,M230 M789 HEDP 30mm,0,3,0,5,0,50,1,40,45,14,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.385,0.234,0.03,1.4,0,3000,1500,0.0011,805,2,805,0,0,0,0,0,30,0.7,0,2,625,0,30,2,0,0,1,0,0
11,OTO Melara L/62 HE  76mm,0,2,0,6,0,0,0,600,20,15,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,6.296,6.296,0.0762,1.05,20,16000,16000,0.008,905,2,905,0,0,0,0,0,120,0,0,2,120,10,30,2,0,0,0,0,0
12,M256 M830A1 HEAT-MP-T 120mm,0,3,0,5,0,0,0,634,600,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18.7,18.7,0.12,1.2,0,8000,4000,0.00125,1410,2,1410,0,0,0,0,0,30,0.5,0,0,0,10,30,2,0,0,0,0,0
13,M284 M795 HE 155mm,0,2,0,6,0,0,0,1610,50,16,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,46.7,46.7,0.155,0.78,0,22500,22500,0.0055096419,715,2,715,0,0,0,0,0,120,0,0,0,0,10,30,2,0,0,0,0,0
14,M26A1 M85 DPICM 227mm Rocket,0,2,0,6,0,0,0,6000,100,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,296,202.6037735849,0.227,0.95,1000,45000,45000,0.01,1,2,2.5,0,1.5,165000,0,0,120,0,0,0,0,2,30,2,0,0,0,0,0
15,AK-47 7N23 AP 7.62mm,0,3,0,3,0,0,1,5,12,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0.0162,0.0079,0.00762,1.2,0,1100,800,0.01,725,2,725,0,0,0,0,0,20,0.6,0,0.2,600,3,10,2,0,0,1,0,0
16,PKM AP 7.62mm,0,3,0,3,0,0,1,5,12,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0.023,0.0096,0.00762,1.06,0,1300,1100,0.007,825,2,825,0,0,0,0,0,20,0.6,0,3,650,1,15,2,0,0,1,0,0
17,NSVT BS HEAT 12.7mm,0,3,0,4,0,0,1,10,16,14,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0.139,0.055,0.0127,0.8,0,2000,1600,0.0057142857,845,2,845,0,0,0,0,0,20,0.6,0,3,750,1,30,2,0,0,1,0,0
18,Yak-B 12.7mm,0,3,0,3,0,50,1,8,5,14,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.13,0.045,0.0127,0.9,0,2000,800,0.0014,810,2,810,0,0,0,0,0,20,0.6,0,2,4250,0,30,2,0,0,1,0,0
19,KPVT BS HEAT 14.5mm,0,3,0,4,0,0,1,12,40,14,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.191,0.0554,0.0145,0.89,0,3000,2000,0.0096666667,825,2,825,0,0,0,0,0,20,0.6,0,3,600,1,30,2,0,0,1,0,0
20,Gsh-23L BZT-23-AM-Gsh HEAT 23mm,0,3,0,4,0,40,1,25,40,14,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0.341,0.186,0.023,0.9,100,2000,1000,0.004,890,2,890,0,0,0,0,0,30,0.7,0,1,3500,0,30,2,0,0,5,0,0
21,GSh-30-1 OFZT-30-Gsh HE 30mm,0,3,0,6,0,0,1,40,5,14,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.84,0.39,0.03,1.2,0,3000,2000,0.002,900,2,900,0,0,0,0,0,20,0.7,0,1,1500,0,30,2,0,0,3,0,0
22,2A38M OFZT-30-Gsh HE 30mm,0,3,0,6,0,0,1,40,5,14,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.84,0.39,0.03,1.2,200,4000,2700,0.0006666667,980,2,980,0,0,0,0,0,30,0.7,0,3,2250,5,30,2,0,0,3,0,0
23,2A42 3UOF8 HE 30mm,0,3,0,6,0,0,1,40,5,14,1,0,0,1,0,0,3,0,0,0,1,1,0,0,0,0.837,0.389,0.03,1.2,0,4000,1800,0.00054,960,2,960,0,0,0,0,0,16,3,0,2,300,1,30,2,0,0,1,0,0
24,2A42 3UOF8 HE 30mm,0,3,0,6,0,20,1,40,5,14,1,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0.837,0.389,0.03,1.2,0,4000,1800,0.00054,960,2,960,0,0,0,0,0,16,3,0,2,550,0,30,2,0,0,1,0,0
25,2A42 3UBR8 AP 30mm,0,3,0,3,0,20,1,40,61,14,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.765,0.304,0.03,0.9,0,4000,1000,0.00054,1120,2,1120,0,0,0,0,0,30,0.6,0,2,550,0,30,2,0,0,1,0,0
26,2A72 3UOF8 HE 30mm,0,3,0,6,0,0,1,45,5,14,1,0,0,1,0,0,3,0,0,0,1,1,0,0,0,0.837,0.389,0.03,1.2,0,4000,1800,0.00054,960,2,960,0,0,0,0,0,16,3,0,3,350,2,30,2,0,0,1,0,0
27,Gsh-2-30 OFZT-30-Gsh HE 30mm,0,3,0,6,0,0,1,40,5,14,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.84,0.39,0.03,1.2,0,3000,1200,0.002,900,2,900,0,0,0,0,0,30,0.7,0,1,3000,0,30,2,0,0,1,0,0
28,AK-630 OF-84 HE 30mm,0,3,0,7,0,0,1,40,5,14,1,0,0,1,0,0,3,0,0,0,1,1,0,0,0,0.39,0.39,0.03,1.2,3,5000,3200,0.004,875,2,875,0,0,0,0,0,30,0.05,0,2,4500,2,30,2,0,0,1,0,0
29,AK-726 OF-62 HE 76mm,0,2,0,6,0,0,0,600,20,15,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5.9,5.9,0.076,0.9,0,16500,16500,0.006,900,2,900,0,0,0,0,0,60,0,0,2,100,5,30,2,0,0,0,0,0
