/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
:FORMATION
:TYPE WEDGE
:NAME Wedge
:RADIUS 600
:COUNT 16
:POSITION 0.0,        0.0,     0.0
:POSITION -50.0,      0.0,     -50.0
:POSITION 50.0,       0.0,     -50.0
:POSITION -100.0,     0.0,     -100.0
:POSITION 100.0,      0.0,     -100.0
:POSITION -150.0,     0.0,     -150.0
:POSITION 150.0,      0.0,     -150.0
:POSITION -200.0,     0.0,     -200.0
:POSITION 200.0,      0.0,     -200.0
:POSITION -250.0,     0.0,     -250.0
:POSITION 250.0,      0.0,     -250.0
:POSITION -300.0,     0.0,     -300.0
:POSITION 300.0,      0.0,     -300.0
:POSITION -350.0,     0.0,     -350.0
:POSITION 350.0,      0.0,     -350.0
:POSITION -400.0,     0.0,     -400.0
:END
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
:FORMATION
:TYPE DIAMOND                               //Mavericks Formations mod Diamond
:NAME Diamond
:RADIUS 600
:COUNT 16
:POSITION  0.0,      0.0,      -0.0
:POSITION  10.0,     0.0,     -100.0
:POSITION 50.0,      0.0,     -50.0
:POSITION -50.0,     0.0,     -50.0
:POSITION 100.0,     0.0,     -100.0
:POSITION -150.0,    0.0,      150.0
:POSITION 150.0,     0.0,     -150.0
:POSITION -200.0,    0.0,     -200.0
:POSITION 200.0,     0.0,     -200.0
:POSITION -250.0,    0.0,     -250.0
:POSITION 250.0,     0.0,     -250.0
:POSITION -300.0,    0.0,     -300.0
:POSITION 300.0,     0.0,     -300.0
:POSITION -350.0,    0.0,     -350.0
:POSITION 350.0,     0.0,     -350.0
:POSITION -400.0,    0.0,     -400.0
:END

/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
:FORMATION
:TYPE STAGGERED_TRAIL_LEFT                   //Mavericks Formations mod STAGGERED_TRAIL_LEFT
:NAME STAGGERED_TRAIL_LEFT
:RADIUS 600
:COUNT 16
:POSITION  -50.0,     0.0,      -50.0
:POSITION  10.0,      0.0,     -100.0
:POSITION -50.0,      0.0,     -50.0
:POSITION -50.0,      0.0,     -150.0
:POSITION 100.0,      0.0,     -100.0
:POSITION -150.0,     0.0,      150.0
:POSITION 150.0,      0.0,     -150.0
:POSITION -200.0,     0.0,     -200.0
:POSITION 200.0,      0.0,     -200.0
:POSITION -250.0,     0.0,     -250.0
:POSITION 250.0,      0.0,     -250.0
:POSITION -300.0,     0.0,     -300.0
:POSITION 300.0,      0.0,     -300.0
:POSITION -350.0,     0.0,     -350.0
:POSITION 350.0,      0.0,     -350.0
:POSITION -400.0,     0.0,     -400.0
:END
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
:FORMATION
:TYPE STAGGERED_TRAIL_RIGHT                   //Mavericks Formations mod STAGGERED_TRAIL_RIGHT
:NAME STAGGERED_TRAIL_RIGHT
:RADIUS 600
:COUNT 16
:POSITION 0.0,        0.0,      0.0
:POSITION 20.0,       0.0,     -80.0
:POSITION 50.0,       0.0,     -50.0
:POSITION 50.0,       0.0,     -100.0
:POSITION 100.0,      0.0,     -100.0
:POSITION -150.0,     0.0,     -150.0
:POSITION 150.0,      0.0,     -150.0
:POSITION -200.0,     0.0,     -200.0
:POSITION 200.0,      0.0,     -200.0
:POSITION -250.0,     0.0,     -250.0
:POSITION 250.0,      0.0,     -250.0
:POSITION -300.0,     0.0,     -300.0
:POSITION 300.0,      0.0,     -300.0
:POSITION -350.0,     0.0,     -350.0
:POSITION 350.0,      0.0,     -350.0
:POSITION -400.0,     0.0,     -400.0
:END

/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////


/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
:FORMATION
:TYPE 80M_ROAD_NODE_16_TANKS
:NAME 80m_Road_node_16_Tanks
:RADIUS 77
:COUNT 16
:POSITION -8.0,       0.0,     8.0
:POSITION -12.0,      0.0,     -6.0
:POSITION 12.0,       0.0,     12.0

:POSITION -31.0,      0.0,     6.0
:POSITION -20.0,      0.0,     21.0
:POSITION -4.0,       0.0,     30.0
:POSITION 29.0,       0.0,     10.0

:POSITION -38.0,      0.0,     -28.0
:POSITION -49.0,      0.0,     21.0
:POSITION -18.0,      0.0,     52.0
:POSITION 32.0,       0.0,     39.0

:POSITION -62.0,      0.0,     -18.0
:POSITION -64.0,      0.0,     26.0
:POSITION -38.0,      0.0,     56.0
:POSITION 12.0,       0.0,     64.0
:POSITION 59.0,       0.0,     48.0
:END
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//:FORMATION
//:TYPE TARAWA_HELICOPTER_LANDING_SITES
//:NAME Tarawa_helicopter_landing_sites
//:RADIUS 100
//:COUNT 7
//:POSITION  0.0,       19.9,       120.8
//:POSITION  -15.8,     19.9,       93.0
//:POSITION  -15.8,     19.9,       62.5
//:POSITION  14.7,      19.9,       70.5
//:POSITION  -15.8,     19.9,       32.7
//:POSITION  -15.8,     19.9,       2.7
//:POSITION  -15.8,     19.9,       -27.0
//:END
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//:FORMATION
//:TYPE KIEV_HELICOPTER_LANDING_SITES
//:NAME Kiev_helicopter_landing_sites
//:RADIUS 120
//:COUNT 7
//:POSITION  -23.8326,     16.6136,       33.3075
//:POSITION  -19.6939,     16.6136,       8.4296
//:POSITION  -17.4225,     16.6136,       -16.6176
//:POSITION  -15.1512,     16.6136,       -41.6649
//:POSITION  -12.8798,     16.6136,       -66.7121
//:POSITION  -10.6084,     16.6136,       -91.7593
//:POSITION  -8.3371,      16.6136,       -116.806
//:END
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
:FORMATION
:TYPE INFANTRY_COLUMN
:NAME Infantry_colum
:RADIUS 120
:COUNT 16
:POSITION	0.0,			0.0,			0.0 
:POSITION	2.0,			0.0,			0.0 
:POSITION	0.0,			0.0,			-2.0 
:POSITION	2.0,			0.0,			-2.0 

:POSITION	0.0,			0.0,			-4.0 
:POSITION	2.0,			0.0,			-4.0 
:POSITION	0.0,			0.0,			-8.0 
:POSITION	2.0,			0.0,			-8.0 

:POSITION	0.0,			0.0,			-10.0 
:POSITION	2.0,			0.0,			-10.0 
:POSITION	0.0,			0.0,			-12.0 
:POSITION	2.0,			0.0,			-12.0 

:POSITION	0.0,			0.0,			-14.0 
:POSITION	2.0,			0.0,			-14.0 
:POSITION	0.0,			0.0,			-16.0 
:POSITION	2.0,			0.0,			-16.0 
:END
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
:END
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
